EDU1CDL,21ST CENTURY DIGITAL LEARNERS 
NSM4TOC,TRANSITION TO OPERATIVE CARE 
EDU4TTP,TRANSITION TO THE PROFESSION 
NSG2TRN,TRANSITION TO THE ROLE OF THE REGISTERED NURSE 
EDU4TPH,TRANSITIONS AND PATHWAYS 
NSG2TCD,TRANSITIONS IN DEMENTIA CARE 
EDU4TT,TRANSITIONS TO TEACHING 
DIS504,TRANSLATING EVIDENCE INTO DISABILITY PRACTICE 
ADP5TED,TRANSLATING EVIDENCE INTO DISABILITY PRACTICE 
CIV4TE,TRANSPORTATION ENGINEERING 
EST3TTH,TRANSTERRITORIAL HELLENISM: A JOURNEY THROUGH SOME SITES 
DEN3TPC,TREATMENT PLANNING AND COMMUNICATION 
BUS2TBS,TRENDS IN MODERN BUSINESS AND SOCIETY 
POR2TPO,TRENDS IN PROSTHETICS AND ORTHOTICS 
AGR3TCD,TURF CONSTRUCTION AND DRAINAGE 
AGR1TM1,TURF MANAGEMENT 1 
AGR1TM2,TURF MANAGEMENT 2 
AGR3TGS,TURFGRASSES FOR SPORT 
GST2TGL,TWENTIETH-CENTURY GREEK LITERATURE 
EDU3USL,UNDERSTANDING AND SUPPORTING LEARNING 
PSY3ASD,UNDERSTANDING AND TREATING AUTISM SPECTRUM DISORDERS 
EDU2UA,UNDERSTANDING AUTISM 
DIS508,UNDERSTANDING COMPLEX AND CHALLENGING NEEDS 
ADP5CCN,UNDERSTANDING COMPLEX AND CHALLENGING NEEDS 
LST1UNC,UNDERSTANDING CRIME 
EDU2ULD,UNDERSTANDING CULTURALLY DIVERSE LEARNING AND DEVELOPMENT 
HIM1UDH,UNDERSTANDING DIGITAL HEALTH 
SWP3USD,UNDERSTANDING DISABILITY 
EDU4UET,UNDERSTANDING ENGLISH FOR TEACHING 
PHE1UHW,UNDERSTANDING HEALTH AND WELLBEING 
AST3UJS,UNDERSTANDING JAPANESE SOCIETY 
EDU2ULG,UNDERSTANDING LEARNING 
SWP3UIO,UNDERSTANDING THE IMPACT OF ORGANISATIONAL CONTEXT 
SOC2UYC,UNDERSTANDING YOUTH IN THE 21ST CENTURY 
JRN2UP1,UPSTART 1 
JRN3UP2,UPSTART 2 
JRN3UP3,UPSTART 3 
PLA2PPA,URBAN DESIGN PROJECT 
PLA5UGP,"URBAN GOVERNANCE, STRATEGY AND PLANNING LAW "
LAW5ACL,USA CORPORATIONS LAW 
LAW5ULW,USA LEGAL RESEARCH AND WRITING 
LAW5UST,USA SECURED TRANSACTIONS 
NWPGEN011,"USE SIMPLE MAPS, PLANS, DRAWINGS AND SPECIFICATIONS "
EDU4UML,USING MULTIMEDIA FOR LEARNING 
MAC2USM,USING SOCIAL MEDIA 
MAT2VCA,VECTOR CALCULUS 
CSE1VAX,VENDOR CERTIFICATION FOR INFORMATION TECHNOLOGY A 
CSE2BVX,VENDOR CERTIFICATION FOR INFORMATION TECHNOLOGY B 
CSE2CVX,VENDOR CERTIFICATION FOR INFORMATION TECHNOLOGY C 
CSE2DVX,VENDOR CERTIFICATION FOR INFORMATION TECHNOLOGY D 
CSE2EVX,VENDOR CERTIFICATION FOR INFORMATION TECHNOLOGY E 
CSE2FVX,VENDOR CERTIFICATION FOR INFORMATION TECHNOLOGY F 
CRA2VER,VERSIONS: THINKING THROUGH CREATIVE ARTS 
EDU4VE1,VET SECONDARY CURRICULUM 1 
EDU4VTM,VET SECONDARY METHOD 
VET1AFB,"VETERINARY CLINICAL PERSPECTIVES ON ANIMAL FORM, FUNCTION AND HEALTH B "
VET1AFA,"VETERINARY CLINICAL PERSPECTIVES: ANIMAL FORM, FUNCTION AND HEALTH A "
VET2VAD,VETERINARY NURSING AND ANIMAL DISEASE 
VET2PRM,VETERINARY PRACTICE MANAGEMENT 
VET3VSM,VETERINARY SHELTER MEDICINE AND PATIENT CARE 
LST2VIC,"VICTIMOLOGY: VICTIMS, JUSTICE AND THE LAW "
LST4VST,VICTIMS AND SURVIVORS: WORKING WITH VULNERABILITY AND TRAUMA 
POL3VPI,VICTORIAN PARLIAMENTARY INTERNSHIP 
AGR2PGP,VINE PHYSIOLOGY AND GRAPE PRODUCTION 
AGR3VWE,VINEYARD AND WINERY ENGINEERING 
AGR1VM,VINEYARD MANAGEMENT 
CSE4VR,VIRTUAL REALITY 
PHI3VRP,VIRTUAL REALITY AS PHILOSOPHY 
CSE2VVX,VIRTUALISATION FOR THE CLOUD 
CSE2VIX,VIRTUALIZATION IN COMPUTING 
BUS5VA,VISUAL ANALYTICS 
ART2VMC,VISUAL AND MATERIAL CULTURE 
EDU4VA1,VISUAL ARTS SECONDARY CURRICULUM 1 
EDU4VA2,VISUAL ARTS SECONDARY CURRICULUM 2 
CSE4VIS,VISUAL INFORMATION SYSTEMS 
PHE5VOR,VOCATIONAL REHABILITATION 
MGT2SVM,VOLUNTEER MANAGEMENT 
MGT3SVM,VOLUNTEER MANAGEMENT 
POL2IME,WAR AND PEACE: INTRODUCTION TO CONFLICTS AND CONFLICT RESOLUTION 
LAW3WAT,WATER LAW AND POLICY 
AGR3WMT,WATER MANAGEMENT 
PHE3WSE,WATER SCIENCE: ESSENTIALS 
OED1WKN,WAYS OF KNOWING NATURE 
CSE2WDX,WEB DEVELOPMENT 
CSE2WD,WEB DEVELOPMENT 
CSE5WDC,WEB DEVELOPMENT ON THE CLOUD 
CSE2WDC,WEB DEVELOPMENT ON THE CLOUD 
CSE3WE,WEB ENGINEERING 
CSE3WS,WEB SERVICES 
PTY5WSP,WEBINARS IN SPORTS PHYSIOTHERAPY 
EDU1WOC,WELLBEING OF CHILDREN 
CRA1ART,WHAT IS ART? 
CRA1STO,WHAT IS CREATIVITY? 
SPA2WLS,WINDOWS ON LATIN AMERICA AND SPAIN 
AGR2WC1,WINE CHEMISTRY 1 
AGR3WC2,WINE CHEMISTRY 2 
AGR2WE1,WINE EVALUATION 1 
AGR3WMB,WINE MICROBIOLOGY AND BIOCHEMISTRY 
AGR1WIN,WINEMAKING 1 
AGR3WM2,WINEMAKING 2 
OED2WAE,WINTER ALPINE ENVIRONMENTS 
CSE3WSX,WIRELESS NETWORK ENGINEERING 
CSE4WNE,WIRELESS NETWORK ENGINEERING 
CSE5WIS,WIRELESS SECURITY 
LAW2SAE,WOMEN'S HEALTH AND RIGHTS IN THE PHILIPPINES: MULTIDISCIPLINARY APPROACHES 
ABS0WOM,WOMINJEKA LA TROBE: INDIGENOUS CULTURAL LITERACY FOR HIGHER EDUCATION 
HBS3WAH,WORK AND HEALTH 
VU21029,WORK EFFECTIVELY IN THE CULTURAL HERITAGE INDUSTRY 
VU22264,WORK EFFECTIVELY IN THE CULTURAL HERITAGE INDUSTRY 
LAW3WHS,WORK HEALTH AND SAFETY LAW 
HUS2NGP,WORK IN THE 21ST CENTURY 
EMS4WIL,WORK INTEGRATED LEARNING 
EMS5WIL,WORK INTEGRATED LEARNING 
EMS5WLA,WORK INTEGRATED LEARNING A 
EMS5WLB,WORK INTEGRATED LEARNING B 
EMS4WEX,WORK INTEGRATED LEARNING EXTENSION 
AGR2WIL,WORK INTEGRATED LEARNING PROGRAM 
AGR1WIL,WORK INTEGRATED LEARNING PROGRAM 
HUS3WPP,WORK PLACEMENT PROGRAM 
ASC3WPP,WORK PLACEMENT PROGRAM 
HUS3WRP,WORK READINESS PROGRAM: PREPARING FOR AN INTERNSHIP 
EDU4WBL,WORK-BASED LEARNING 
BUS3WLX,WORK-BASED LEARNING PROJECT 
HBS2WDH,WORK-RELATED DETERMINANTS OF HEALTH 
HBS5WDH,WORK-RELATED DETERMINANTS OF HEALTH 
SWP5TPC,WORKING WITH FAMILIES WHERE THERE HAS BEEN CHILD ABUSE AND NEGLECT 
MGT1OBX,WORKING WITH OTHERS 
MGT2OBE,WORKING WITH OTHERS 
SWP3WFV,WORKING WITH PEOPLE EXPERIENCING FAMILY VIOLENCE: PRACTICE APPLICATIONS 
SWP3WPD,WORKING WITH PEOPLE WITH INTELLECTUAL DISABILITIES: PRACTICE APPLICATIONS 
HBS5WAM,WORKPLACE APPLICATIONS OF MONITORING AND ASSESSING METHODS 
LAW5WHS,WORKPLACE HEALTH AND SAFETY LAW 
HBS5OHC,WORKPLACE MANAGEMENT OF HAZARDOUS SUBSTANCES IN OCCUPATIONAL HEALTH & SAFETY 
ADM1WKP,WORKPLACE PRACTICUM 
HBS5RPP,WORKPLACE RISK MANAGEMENT PRINCIPLES AND PRACTICE 
ARC1WOR,WORLD ARCHAEOLOGY: FROM AUSTRALOPITHECUS TO THE ANTHROPOCENE 
EDU0ST4,WORLD CHANGING SCIENCE 
OED1WE,WORLD VIEWS AND THE ENVIRONMENT 
SOC3WOE,WORLDS OF EXCLUSION: GLOBAL SOCIAL INEQUALITIES 
HUS3WAB,WRITERS IN ACTION 
HUS2WAA,WRITERS IN ACTION A 
CRA2WRP,WRITING AND READING POETRY 
ENG3WAB,WRITING CREATIVE NONFICTION 
ENG2WFI,WRITING FICTION 
MAC1WFM,WRITING FOR MEDIA 
DRA3WFP,WRITING FOR PERFORMANCE 
STC1WSC,WRITING FOR STRATEGIC COMMUNICATION 
JRN1WFM,WRITING FOR THE MEDIA 
HUS1WIA,"WRITING IN THE ARTS: MATERPIECES, MANIFESTOS AND MEMES "
ENG3WCE,"WRITING, CULTURE AND ECOLOGY "
PHY4XRY,X-RAY SCIENCE 
ARC3ZOO,ZOOARCHAEOLOGY: THE ARCHAEOLOGY OF ANIMALS 
