academicGrpName,academicGrpDescription,academicCareerName,code,creditPoints,title,campusCode,url
SCG,Griffith Sciences,Undergraduate,106366,10,Communication Systems and Circuits,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3324ENG
SCG,Griffith Sciences,Postgraduate,107542,0,Conduct Serious Forensic Crime and Incident Scene Examinations,OT,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7298NSC_Y1
BUS,Griffith Business School,Undergraduate,102082,10,Business and Politics in the Asia Pacific Region,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3027GIR
BUS,Griffith Business School,Undergraduate,102082,10,Business and Politics in the Asia Pacific Region,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3027GIR
OTH,Other,Non Award,107956,0,Griffith Bridging English,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=9011CAL
OTH,Other,Non Award,107956,0,Griffith Bridging English,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=9011CAL
HTH,Griffith Health,Undergraduate,105671,10,"Needs Assessment, Program Planning and Evaluation",GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2218MED
HTH,Griffith Health,Undergraduate,105671,10,"Needs Assessment, Program Planning and Evaluation","NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2218MED
SCG,Griffith Sciences,Undergraduate,107490,10,Perceptual Computing,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2812ICT
HTH,Griffith Health,Postgraduate,106621,0,Research Thesis,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7913MED_P4
HTH,Griffith Health,Postgraduate,106623,0,Research Thesis,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7913MED_P5
BUS,Griffith Business School,Postgraduate,089474,10,Managing the Tourism and Hospitality Workforce,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7205THS
BUS,Griffith Business School,Postgraduate,089474,10,Managing the Tourism and Hospitality Workforce,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7205THS
SCG,Griffith Sciences,Undergraduate,106111,0,Honours Dissertation,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4030ENV_P2
SCG,Griffith Sciences,Undergraduate,106111,0,Honours Dissertation,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4030ENV_P2
HTH,Griffith Health,Postgraduate,106553,0,Research Thesis,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7030PHM_P1
HTH,Griffith Health,Postgraduate,103445,10,Physical Activity Promotion,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7211MED
HTH,Griffith Health,Postgraduate,103445,10,Physical Activity Promotion,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7211MED
SCG,Griffith Sciences,Undergraduate,108090,10,Design and Manufacture of Composites,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3801ENG
SCG,Griffith Sciences,Undergraduate,108348,10,Planning Theory and Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1022ESC
SCG,Griffith Sciences,Undergraduate,108348,10,Planning Theory and Practice,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1022ESC
BUS,Griffith Business School,Undergraduate,108343,10,The Business of Changing the World,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3038IBA
BUS,Griffith Business School,Undergraduate,108343,10,The Business of Changing the World,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3038IBA
ARG,"Arts, Education and Law Group",Undergraduate,105808,20,Performance Study 2 (Part 2),SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2360QCM_Y2
SCG,Griffith Sciences,Undergraduate,108416,10,Analytical Chemical Techniques,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3001ESC
ARG,"Arts, Education and Law Group",Postgraduate,108351,10,Workplace Learning Strategies,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7350EDN
HTH,Griffith Health,Non Award,108423,0,Griffith Biology_P1 Year 11,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=9006HLS_P1
SCG,Griffith Sciences,Undergraduate,107809,10,Big Data Analytics and Social Media,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4030ICT
SCG,Griffith Sciences,Undergraduate,107809,10,Big Data Analytics and Social Media,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4030ICT
SCG,Griffith Sciences,Undergraduate,106833,10,"Robotics, Agents and Reasoning",GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3806ICT
SCG,Griffith Sciences,Undergraduate,108043,10,Work Integrated Learning Special Topic,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3911ESC
SCG,Griffith Sciences,Undergraduate,108043,10,Work Integrated Learning Special Topic,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3911ESC
SCG,Griffith Sciences,Undergraduate,108044,10,Research Special Topic,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3922ESC
SCG,Griffith Sciences,Undergraduate,108044,10,Research Special Topic,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3922ESC
ARG,"Arts, Education and Law Group",Postgraduate,108338,10,Memory and Trauma in Visual Culture,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7439QCA
ARG,"Arts, Education and Law Group",Undergraduate,104194,0,Honours Research Project,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6501QCA_P3
ARG,"Arts, Education and Law Group",Undergraduate,104194,0,Honours Research Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6501QCA_P3
HTH,Griffith Health,Postgraduate,089515,10,Human Services : Law and Social Policy,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7012HSV
HTH,Griffith Health,Postgraduate,089515,10,Human Services : Law and Social Policy,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7012HSV
SCG,Griffith Sciences,Postgraduate,108302,10,"Managing Data Breaches: Cyber Risk, Compliance and Privacy",GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7907ICT
SCG,Griffith Sciences,Postgraduate,108302,10,"Managing Data Breaches: Cyber Risk, Compliance and Privacy","NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7907ICT
BUS,Griffith Business School,Undergraduate,108618,10,Griffith Innovation Challenge,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2034IBA
ARG,"Arts, Education and Law Group",Undergraduate,108087,10,Creative Studio Practices 3,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2731QCM
BUS,Griffith Business School,Undergraduate,108176,20,"Tourism, Hospitality, Event, Sport and Property Internship II",GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3411THS
BUS,Griffith Business School,Undergraduate,108176,20,"Tourism, Hospitality, Event, Sport and Property Internship II","NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3411THS
ARG,"Arts, Education and Law Group",Undergraduate,108079,10,Popular Music Performance 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1526QCM
HTH,Griffith Health,Undergraduate,108508,0,Dissertation,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6003HSV_P1
BUS,Griffith Business School,Postgraduate,108216,10,International Financial Transactions and Taxation,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7826AFE
BUS,Griffith Business School,Undergraduate,108252,10,Business Simulation,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3102GBS
BUS,Griffith Business School,Undergraduate,108217,10,Professional Awareness Part 2,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1204AFE_Y2
ARG,"Arts, Education and Law Group",Undergraduate,108151,10,Leadership and Ethical Awareness in the Creative Arts,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1119LHS
HTH,Griffith Health,Postgraduate,101219,10,Global Health: Priorities and Interventions,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7232MED
HTH,Griffith Health,Postgraduate,101219,10,Global Health: Priorities and Interventions,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7232MED
HTH,Griffith Health,Postgraduate,101219,10,Global Health: Priorities and Interventions,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7232MED
ARG,"Arts, Education and Law Group",Postgraduate,108278,10,Corporations and Associations,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7725LAW
ARG,"Arts, Education and Law Group",Postgraduate,108278,10,Corporations and Associations,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7725LAW
ARG,"Arts, Education and Law Group",Postgraduate,108143,10,Visual Arts Exegesis,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7312QCA
ARG,"Arts, Education and Law Group",Postgraduate,108149,10,Social Innovation,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7595QCA
HTH,Griffith Health,Postgraduate,107880,10,Health Workforce Planning and Innovation,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7308MED
HTH,Griffith Health,Postgraduate,107880,10,Health Workforce Planning and Innovation,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7308MED
HTH,Griffith Health,Postgraduate,107880,10,Health Workforce Planning and Innovation,OS,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7308MED
HTH,Griffith Health,Postgraduate,108501,0,Advanced Clinical Dentistry 3,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7032DOH_Y1
ARG,"Arts, Education and Law Group",Undergraduate,108612,10,Indigenous Study Tour,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2920QCA
SCG,Griffith Sciences,Undergraduate,108075,20,Work Integrated Learning - Single Project,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3821ICT
SCG,Griffith Sciences,Undergraduate,108075,20,Work Integrated Learning - Single Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3821ICT
HTH,Griffith Health,Postgraduate,102971,80,Research Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8004DOH_P4
ARG,"Arts, Education and Law Group",Postgraduate,108275,10,Civil Procedure,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7710LAW
ARG,"Arts, Education and Law Group",Postgraduate,108275,10,Civil Procedure,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7710LAW
ARG,"Arts, Education and Law Group",Postgraduate,108284,10,Constitutional Law,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7716LAW
ARG,"Arts, Education and Law Group",Postgraduate,108284,10,Constitutional Law,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7716LAW
HTH,Griffith Health,Postgraduate,108095,10,Applied Public Health Field Trip,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7419MED
HTH,Griffith Health,Postgraduate,104855,10,Research in Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7711AHS
HTH,Griffith Health,Postgraduate,104855,10,Research in Practice,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7711AHS
SCG,Griffith Sciences,Postgraduate,107510,10,Soil Mechanics,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7419ENG
SCG,Griffith Sciences,Postgraduate,107510,10,Soil Mechanics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7419ENG
ARG,"Arts, Education and Law Group",Postgraduate,108420,10,Sculpture Studio 4,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7374QCA
ARG,"Arts, Education and Law Group",Undergraduate,108433,20,Japanese In-Country Independent Study Enhanced,OS,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3193LHS
HTH,Griffith Health,Undergraduate,107188,10,Personality Psychology,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2016PSY
HTH,Griffith Health,Undergraduate,107188,10,Personality Psychology,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2016PSY
ARG,"Arts, Education and Law Group",Postgraduate,106935,10,Second Language Teaching in Practice (Internship),"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7903LHS
ARG,"Arts, Education and Law Group",Postgraduate,106935,10,Second Language Teaching in Practice (Internship),OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7903LHS
ARG,"Arts, Education and Law Group",Undergraduate,107533,10,Indigenous Media 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1915QCA
ARG,"Arts, Education and Law Group",Undergraduate,107535,10,Indigenous Media 2,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2918QCA
ARG,"Arts, Education and Law Group",Postgraduate,107677,10,"Curriculum, Pedagogy and Assessment in the Junior Years: Visual Arts",MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7081EDN
ARG,"Arts, Education and Law Group",Postgraduate,107692,10,"Curriculum, Pedagogy and Assessment in the Senior Years: Visual Art",MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7082EDN
ARG,"Arts, Education and Law Group",Undergraduate,105709,20,Major Studio Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3603QCA
HTH,Griffith Health,Postgraduate,106509,10,Global Maternal Health,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8047NRS
HTH,Griffith Health,Postgraduate,106510,10,Advanced Breastfeeding and Lactation,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8048NRS
SCG,Griffith Sciences,Undergraduate,107333,10,Advanced Studies in Engineering,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6525ENG
SCG,Griffith Sciences,Postgraduate,106713,30,Project Management Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7014ENG
HTH,Griffith Health,Postgraduate,086903,10,Practice of Physiotherapy 1,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7013AHS
HTH,Griffith Health,Postgraduate,087229,10,Clinical Research,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7019AHS
HTH,Griffith Health,Postgraduate,087230,20,Practice of Physiotherapy III,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7020AHS
ARG,"Arts, Education and Law Group",Postgraduate,106380,10,Interactive Media Concepts,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7154QCA
HTH,Griffith Health,Postgraduate,104874,10,Physiotherapy in the Community,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7032AHS_Y2
