code,title,availability,units
OHSE3630,Hygiene and Toxicology II,Trimester 2 - 2020 (Singapore),10 units
OHSE3640,Research Methods in EOHS,Trimester 2 - 2020 (Singapore),10 units
OHSE3710,International Perspectives on EOHS,Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore),10 units
OHSE3720,EOHS Law,Trimester 3 - 2020 (Singapore),10 units
OHSE3740,Risk Assessment & Management,Trimester 1 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
OHSE6010,Occupational Health,Semester 1 - 2020 (Online),10 units
OHSE6020,Occupational Hygiene and Toxicology,Semester 1 - 2020 (Online),10 units
OHSE6030,Occupational Safety,Not currently offered,10 units
OHSE6040,Ergonomics,Semester 1 - 2020 (Online),10 units
OHSE6050,Current Practice in Occupational Health and Safety,Semester 2 - 2020 (Online),10 units
OHSE6060,Safety in the Workplace,Semester 2 - 2020 (Online),10 units
OHSE6070,Management for Occupational Health and Safety,Semester 1 - 2020 (Online),10 units
OHSE6090,Research in Occupational Health and Safety,Semester 2 - 2020 (Online),10 units
Back to top,Back to top,Back to top,Back to top
ORHL1101,Oral Health Sciences I,Semester 1 - 2020 (Central Coast),10 units
ORHL1102,Oral Health Therapy Clinical Skills I - Introduction to the Clinical Environment,Semester 1 - 2020 (Central Coast),10 units
ORHL1103,Oral Health Promotion I,Semester 2 - 2020 (Central Coast),10 units
ORHL1104,Oral Health Therapy Clinical Skills II,Semester 2 - 2020 (Central Coast),10 units
ORHL1105,Oral Health Therapy Clinical Skills III - Dental Hygiene,Semester 2 - 2020 (Central Coast),10 units
ORHL2101,Oral Health Sciences II,Semester 1 - 2020 (Central Coast),10 units
ORHL2102,Oral Health Sciences III,Semester 1 - 2020 (Central Coast),10 units
ORHL2103,Oral Health Therapy Clinical Skills IV - Dental Therapy,Semester 1 - 2020 (Central Coast),10 units
ORHL2104,Oral Health Therapy Clinical Skills V - Dental Hygiene,Semester 1 - 2020 (Central Coast),10 units
ORHL2105,Oral Health Promotion II,Semester 2 - 2020 (Central Coast),10 units
ORHL2106,Oral Health and Community,Semester 2 - 2020 (Central Coast),10 units
ORHL2107,Oral Health Therapy Clinical Skills VI - Clinical Practice,Semester 2 - 2020 (Central Coast),20 units
ORHL3101,Oral Health Therapy Clinical Skills VII - Adult Clinical Practice,Semester 1 - 2020 (Central Coast),10 units
ORHL3102,Oral Health Therapy Clinical Skills VIII - Clinical Practice,Semester 1 - 2020 (Central Coast),10 units
ORHL3103,Oral Health Promotion III,Semester 1 - 2020 (Central Coast),10 units
ORHL3104,Oral Health Therapy Clinical Skills IX - Clinical Practice,Semester 2 - 2020 (Central Coast),20 units
ORHL3105,Preparation for Practice,Semester 2 - 2020 (Central Coast),10 units
Back to top,Back to top,Back to top,Back to top
ORTH6001,Basic Science in Orthopaedics,Semester 1 - 2020 (Online),10 units
ORTH6002,Paediatric Orthopaedics,Semester 1 - 2020 (Online),10 units
Back to top,Back to top,Back to top,Back to top
PACC6000,Financial Accounting 1,Trimester 1 - 2020 (Sydney)Trimester 2 - 2020 (Sydney)Trimester 3 - 2020 (Sydney),10 units
PACC6001,Management Accounting,Trimester 2 - 2020 (Sydney)Trimester 3 - 2020 (Sydney),10 units
PACC6002,Auditing and Assurance Services,Trimester 1 - 2020 (Sydney)Trimester 2 - 2020 (Sydney)Trimester 3 - 2020 (Sydney),10 units
PACC6003,Business Finance,Trimester 1 - 2020 (Sydney)Trimester 2 - 2020 (Sydney)Trimester 3 - 2020 (Sydney),10 units
PACC6004,Financial Accounting 2,Trimester 1 - 2020 (Sydney)Trimester 3 - 2020 (Sydney),10 units
PACC6005,Financial Accounting 3,Trimester 1 - 2020 (Sydney)Trimester 2 - 2020 (Sydney)Trimester 3 - 2020 (Sydney),10 units
PACC6006,Taxation Law,Trimester 1 - 2020 (Sydney)Trimester 2 - 2020 (Sydney),10 units
PACC6007,Economics,Trimester 1 - 2020 (Sydney)Trimester 2 - 2020 (Sydney)Trimester 3 - 2020 (Sydney),10 units
PACC6008,Business Decision Making,Trimester 1 - 2020 (Sydney),10 units
PACC6009,Business Law,Trimester 1 - 2020 (Sydney)Trimester 2 - 2020 (Sydney)Trimester 3 - 2020 (Sydney),10 units
PACC6010,Company Law,Trimester 1 - 2020 (Sydney)Trimester 2 - 2020 (Sydney)Trimester 3 - 2020 (Sydney),10 units
Back to top,Back to top,Back to top,Back to top
PDTY1202,Fundamentals of Podiatry Practice,Semester 2 - 2020 (Central Coast),10 units
PDTY2101,Introduction to Podiatry Clinical Skills,Semester 1 - 2020 (Central Coast),10 units
PDTY2102,Pharmacology in Clinical Podiatry Practice,Semester 1 - 2020 (Central Coast),10 units
PDTY2103,Advanced Foot Anatomy and Biomechanics,Semester 1 - 2020 (Central Coast),10 units
PDTY2202,Podiatric Medicine,Semester 2 - 2020 (Central Coast),10 units
PDTY2203,Musculoskeletal and Sports Podiatry,Semester 2 - 2020 (Central Coast),10 units
PDTY2204,Professional Practice,Semester 2 - 2020 (Central Coast),10 units
PDTY2205,Diabetes and Wound Management,Semester 2 - 2020 (Central Coast),10 units
PDTY3101,Advanced Paediatric and Adult Foot Management,Semester 1 - 2020 (Central Coast),10 units
PDTY3102,Podiatric Surgery,Semester 1 - 2020 (Central Coast),10 units
PDTY3103,Podiatric Biomechanics,Semester 1 - 2020 (Central Coast),10 units
PDTY3104,Podiatric Specialisations,Semester 1 - 2020 (Central Coast),10 units
PDTY3201,Seminars and Case Reports,Semester 2 - 2020 (Central Coast),10 units
PDTY3202,Advanced Podiatry Practice,Semester 2 - 2020 (Central Coast),20 units
PDTY3203,Specialised Podiatry Practice,Semester 2 - 2020 (Central Coast),10 units
Back to top,Back to top,Back to top,Back to top
PGTD6001,Advanced Academic and Communication Practices,Trimester 1 - 2020 (Online),10 units
PGTD6002,"Critical Thinking, Critical Theory",Trimester 1 - 2020 (Online),10 units
PGTD6003,Creative Thinking,Trimester 2 - 2020 (Online),10 units
PGTD6004,Unravelling Complexity,Trimester 3 - 2020 (Online),10 units
PGTD6011,Transdisciplinary Research - Minor Thesis A,Not currently offered,20 units
PGTD6012,Transdisciplinary Research - Minor Thesis B,Not currently offered,20 units
Back to top,Back to top,Back to top,Back to top
PHAR1101,Introduction to Pharmacy and Formulation Sciences,Semester 2 - 2020 (Callaghan),10 units
PHAR1201,Introduction to Formulation Sciences,Semester 1 - 2020 (Callaghan),10 units
PHAR2101,Dermatology and Topical Formulations,Semester 1 - 2020 (Callaghan),10 units
PHAR2102,Cardiovascular and Renal Health,Semester 1 - 2020 (Callaghan),10 units
PHAR2202,Drug Design and Discovery,Semester 2 - 2020 (Callaghan),10 units
PHAR2203,Gastrointestinal Health and Solid Dosage Formulations,Semester 2 - 2020 (Callaghan),10 units
PHAR2204,Clinical Pharmacotherapy 1,Semester 2 - 2020 (Callaghan),10 units
PHAR3101,Endocrinology and Injectable Dosage Formulations,Semester 1 - 2020 (Callaghan),10 units
PHAR3102,"Eyes, Ears, Nose and Throat Health, Respiratory Health and Related Formulations",Semester 1 - 2020 (Callaghan),10 units
PHAR3103,Mental and Neurological Health,Semester 1 - 2020 (Callaghan),10 units
PHAR3104,Clinical Pharmacotherapy 2,Semester 1 - 2020 (Callaghan),10 units
PHAR3201,"Women's Health, Men's Health and Genitourinary Dosage Formulations",Semester 2 - 2020 (Callaghan),10 units
PHAR3202,Rheumatology and Pain Management,Semester 2 - 2020 (Callaghan),10 units
PHAR3203,Clinical Pharmacotherapy 3,Semester 2 - 2020 (Callaghan),10 units
PHAR3204,Research Methodology and Health Technology Assessment,Semester 2 - 2020 (Callaghan),10 units
PHAR4101,"Cancer, Critical Care and Palliation",Semester 1 - 2020 (Callaghan),10 units
PHAR4102A,Transition to Professional Practice in Pharmacy (Part A),Semester 1 - 2020 (Callaghan),10 units
PHAR4102B,Transition to Professional Practice in Pharmacy (Part B),Semester 2 - 2020 (Callaghan),10 units
PHAR4103A,Pharmacy Research Project (Part A),Semester 1 - 2020 (Callaghan),10 units
PHAR4103B,Pharmacy Research Project (Part B),Semester 2 - 2020 (Callaghan),10 units
PHAR4104A,Pharmacy Projects (Part A),Semester 1 - 2020 (Callaghan),10 units
PHAR4104B,Pharmacy Projects (Part B),Semester 2 - 2020 (Callaghan),10 units
PHAR4201,Pharmacogenomics and Personalised Health Care,Semester 2 - 2020 (Callaghan),10 units
PHAR4204,Clinical Leadership in Health Care,Semester 2 - 2020 (Callaghan),10 units
PHAR6701,Introduction to Pharmacotherapeutics and Prescribing for Health Care Professionals,Trimester 2 - 2020 (Online),10 units
PHAR6702,Integrated Pharmacotherapeutics for Clinical Practice,Trimester 3 - 2020 (Online),10 units
PHAR6703,Pharmacotherapeutics for Midwifery Primary Care,Trimester 3 - 2020 (Online),10 units
Back to top,Back to top,Back to top,Back to top
PHIL1010,"The World's Great Thinkers, I: Ancient to Early Modern",Not currently offered,10 units
PHIL1020,Introduction to Philosophy A,Not currently offered,10 units
PHIL1030,Introduction to Philosophy B,Not currently offered,10 units
PHIL1040,World Religions,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Online),10 units
PHIL1041,Introduction to the Study of Religion,Not currently offered,10 units
PHIL1042,Religion in Film,Not currently offered,10 units
PHIL1060,Intro to Philosophy of Psychology,Not currently offered,10 units
PHIL1080,Understanding Western Civilisation,Not currently offered,10 units
PHIL2010,"The World's Great Thinkers, II: Modern to Contemporary",Not currently offered,10 units
PHIL2021,Reality and Knowledge,Not currently offered,10 units
PHIL2030,Philosophy of Religion,Semester 1 - 2020 (Online),10 units
PHIL2040,Suffering: Comparative Studies,Not currently offered,10 units
PHIL2041,Religion in Political Thought,Not currently offered,10 units
PHIL2120,"Philosophy, Film and Literature",Not currently offered,10 units
PHIL2140,Chinese Philosophy,Not currently offered,10 units
PHIL2400,Political Philosophy,Not currently offered,10 units
PHIL2420,Critical Thinking,Not currently offered,10 units
PHIL2451,Philosophy and the Good Life,Not currently offered,20 units
PHIL2470,The Good Life and Philosophy,Not currently offered,10 units
PHIL2830,Applied Ethics,Not currently offered,10 units
PHIL2920,Philosophy and the Digital Generation,Not currently offered,10 units
PHIL3010,Debating the Big Ideas,Not currently offered,20 units
PHIL3011,Epistemology,Not currently offered,10 units
PHIL3020,Metaphysics,Not currently offered,20 units
PHIL3035,Philosophy of Eastern Religion,Not currently offered,10 units
PHIL3040,Modern Religious Thought,Semester 2 - 2020 (Online),10 units
PHIL3041,Religion in the Secular World,Not currently offered,10 units
PHIL3060,Ethics and the Self,Not currently offered,10 units
PHIL3070,Scientific Knowledge and Scientific Method,Not currently offered,10 units
PHIL3460,Philosophy and Human Relationships,Not currently offered,10 units
PHIL3580,Ethical Issues,Not currently offered,10 units
PHIL3822,Enlightenment and its Discontents,Not currently offered,10 units
PHIL3851,Power and Subjectivity,Not currently offered,10 units
PHIL3910,"Ethics, Technology and Engineering",Not currently offered,10 units
PHIL3930,Human Values and Commercial Practice,Not currently offered,10 units
PHIL4050,Philosophy Honours I,Not currently offered,20 units
PHIL4060,Philosophy Honours II,Not currently offered,20 units
PHIL4070,Philosophy Honours III,Not currently offered,20 units
PHIL4080,Philosophy Honours IV,Not currently offered,20 units
PHIL6910,Technology and the Environment,Not currently offered,10 units
Back to top,Back to top,Back to top,Back to top
PHTY1020,Physiotherapy II,Semester 2 - 2020 (Callaghan),20 units
PHTY1040,Introduction to Physiotherapy,Semester 1 - 2020 (Callaghan),10 units
PHTY2010,Physiotherapy III,Semester 1 - 2020 (Callaghan),10 units
PHTY2020,Musculoskeletal Physiotherapy I,Semester 1 - 2020 (Callaghan),10 units
PHTY2030,Neurological Physiotherapy I,Semester 2 - 2020 (Callaghan),10 units
PHTY2040,Cardiopulmonary Physiotherapy I,Semester 2 - 2020 (Callaghan),10 units
PHTY2060,Physiotherapy Clinical Practice I,Semester 2 - 2020 (Callaghan),10 units
PHTY3020,Cardiopulmonary Physiotherapy II,Semester 1 - 2020 (Callaghan),10 units
PHTY3060,Physiotherapy Clinical Practice III,Semester 2 - 2020 (Callaghan),10 units
PHTY3070,Advanced Neurological Physiotherapy,Semester 1 - 2020 (Callaghan),10 units
PHTY3080,Physiotherapy Through Life Stages,Semester 2 - 2020 (Callaghan),10 units
PHTY3090,Advanced Musculoskeletal Physiotherapy,Semester 2 - 2020 (Callaghan),10 units
PHTY3100,Critical Thinking in Musculoskeletal Physiotherapy,Semester 2 - 2020 (Callaghan),10 units
PHTY4010,Physiotherapy Clinical Practice IV,Semester 1 - 2020 (Callaghan),20 units
PHTY4040,Physiotherapy Clinical Practice V,Semester 2 - 2020 (Callaghan),20 units
PHTY4070,Advanced Concepts in Physiotherapy,Semester 1 - 2020 (Callaghan),10 units
PHTY4080,Advanced Concepts in Physiotherapy in Community Health,Semester 2 - 2020 (Callaghan),10 units
Back to top,Back to top,Back to top,Back to top
PHYS1150,Everyday Physics,Semester 2 - 2020 (Central Coast),10 units
PHYS1200,Introductory Physics for the Life Sciences,Semester 1 - 2020 (Callaghan),10 units
PHYS1205,Fundamentals of Engineering Physics,Semester 1 - 2020 (Callaghan),10 units
PHYS1210,Advanced Physics I,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Trimester 1 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
PHYS1220,Advanced Physics II,Semester 2 - 2020 (Callaghan)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore),10 units
PHYS1250,MRS Physics & Radiation Protection,Semester 2 - 2020 (Callaghan),10 units
PHYS2100,Introduction to Astronomy,Semester 2 - 2020 (Callaghan),10 units
PHYS2111,Classical Physics 1,Semester 1 - 2020 (Callaghan),10 units
PHYS2112,Classical Physics 2,Semester 2 - 2020 (Callaghan),10 units
PHYS2160,Modern Optics,Not currently offered,10 units
PHYS2170,Quantum Mechanics and Semiconductor Physics,Not currently offered,10 units
PHYS2211,Modern Physics 1,Semester 1 - 2020 (Callaghan),10 units
PHYS2212,Modern Physics 2,Semester 2 - 2020 (Callaghan),10 units
PHYS2240,Atomic and Nuclear Physics,Not currently offered,10 units
PHYS2250,Classical Mechanics and Special Relativity,Not currently offered,10 units
PHYS2260,Electromagnetism,Not currently offered,10 units
PHYS2300,Energy and the Environment,Semester 2 - 2020 (Callaghan),10 units
PHYS3111,Biophysics,Not currently offered,10 units
PHYS3112,Photonics,Not currently offered,10 units
PHYS3211,Quantum Information Science,Not currently offered,10 units
PHYS3212,Nanomaterials,Not currently offered,10 units
PHYS3310,Lasers and Applications,Semester 2 - 2020 (Callaghan),10 units
PHYS3320,Optical Communications,Semester 2 - 2020 (Callaghan),10 units
PHYS3330,Industrial Project and Seminar,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),10 units
PHYS3345,Optical Fibre Technology,Semester 1 - 2020 (Callaghan),10 units
PHYS3350,"Quantum, Atomic and Molecular Physics",Semester 1 - 2020 (Callaghan),10 units
PHYS3360,Advanced Electromagnetism,Semester 1 - 2020 (Callaghan),10 units
PHYS3375,Statistical Mechanics and Transport Processes,Semester 1 - 2020 (Callaghan),10 units
PHYS3390,Solid State and Nanoscience,Semester 2 - 2020 (Callaghan),10 units
PHYS3990,Specialist Topics in Physics,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),10 units
PHYS4110,Physics Honours 411,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
PHYS4120,Physics Honours 412,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
PHYS4210,Physics Honours 421,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
PHYS4220,Physics Honours 422,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
PHYS4310,Photonics Honours 4310,Not currently offered,20 units
PHYS4320,Photonics Honours 4320,Not currently offered,20 units
PHYS4330,Photonics Honours 4330,Not currently offered,20 units
PHYS4340,Photonics Honours 4340,Not currently offered,20 units
PHYS6010,Contemporary Issues in Energy,Trimester 1 - 2020 (Online),10 units
Back to top,Back to top,Back to top,Back to top
POLI1010,Australian Politics and Government,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City),10 units
POLI1020,Introduction to Politics,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Newcastle City),10 units
POLI2001,Ideas in Political Science,Semester 2 - 2020 (Callaghan),10 units
POLI2050,Political Theory and Social Change,Semester 2 - 2020 (Callaghan),10 units
POLI2120,Challenging Political Discourses,Not currently offered,10 units
POLI2130,Principles of Public Policy,Semester 1 - 2020 (Newcastle City),10 units
POLI2140,The Politics of Globalisation,Not currently offered,10 units
POLI2160,Global Power and World Order,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Newcastle City),10 units
POLI2170,Regime Change and Altered States,Not currently offered,10 units
POLI2180,"Politics, Policy and Government",Semester 2 - 2020 (Callaghan),10 units
POLI2190,United States Politics and International Relations,Not currently offered,10 units
POLI2200,The Global Politics of Indigenous People,Semester 2 - 2020 (Newcastle City),10 units
POLI2202,Global Terrorism: Politics and Problems,Not currently offered,10 units
POLI2203,International Political Economy and Global Development,Semester 1 - 2020 (Newcastle City),10 units
POLI3001,"Organisations, Politics and Society",Semester 1 - 2020 (Newcastle City),10 units
