code,title,level,campus
VU21126,Apply principles of materials to civil engineering applications,TAFE (Vocational),Industry or Sunshine
VU21127,Apply environmental solutions to engineering projects,TAFE (Vocational),Industry or Sunshine
VU21128,Apply principles of mechanics to engineering structures,TAFE (Vocational),Industry or Sunshine
VU21129,Apply surveying for civil engineering projects,TAFE (Vocational),Industry or Sunshine
VU21130,Perform measurements and layout tasks on construction sites,TAFE (Vocational),Industry or Sunshine
VU21131,Produce an engineering drainage design of pipes and culverts,TAFE (Vocational),Industry or Sunshine
VU21132,Produce an engineering design for a stormwater reticulation scheme,TAFE (Vocational),Industry or Sunshine
VU21133,Produce an engineering design for a sewerage reticulation scheme,TAFE (Vocational),Industry or Sunshine
VU21134,Produce an engineering design for a reinforced concrete structure,TAFE (Vocational),Industry or Sunshine
VU21135,Produce an engineering design for a steel structure,TAFE (Vocational),Industry or Sunshine
VU21136,Produce reinforced concrete drawings,TAFE (Vocational),Industry or Sunshine
VU21137,Produce advanced engineering drawings for a reinforced concrete structure,TAFE (Vocational),Industry or Sunshine
VU21138,Produce structural steel drawings,TAFE (Vocational),Industry or Sunshine
VU21139,Produce advanced engineering drawings for a steel structure,TAFE (Vocational),Industry or Sunshine
VU21140,Produce structural steel shop drawings,TAFE (Vocational),Industry or Sunshine
VU21141,Produce engineering drawings for a rural road,TAFE (Vocational),Industry or Sunshine
VU21142,Produce drawings to enable urban road construction,TAFE (Vocational),Industry or Sunshine
VU21143,Produce engineering drawings for a stormwater reticulation scheme,TAFE (Vocational),Industry or Sunshine
VU21144,Apply surveying computations to civil engineering projects,TAFE (Vocational),Industry or Sunshine
VU21145,Analyse piping designs,TAFE (Vocational),Industry or Sunshine
VU21149,Design timber structures,TAFE (Vocational),Industry or Sunshine
VU21153,Produce basic engineering sketches and drawings,TAFE (Vocational),Industry or Sunshine
VU21154,Generate design solutions,TAFE (Vocational),Industry or Sunshine
VU21155,Implement design solutions,TAFE (Vocational),Industry or Sunshine
VU21156,Use computer aided drafting systems,TAFE (Vocational),Industry or Sunshine
VU21157,Use advanced 2D and 3D computer aided drafting techniques,TAFE (Vocational),Industry or Sunshine
VU21158,Design and prototype components and/or small structures using engineering design principles,TAFE (Vocational),Industry or Sunshine
VU21159,Apply computer based solid modelling techniques,TAFE (Vocational),Industry or Sunshine
VU21160,Use extended features of CAD,TAFE (Vocational),Industry or Sunshine
VU21161,Manage CAD systems,TAFE (Vocational),Industry or Sunshine
VU21162,Manage CAD in a business,TAFE (Vocational),Industry or Sunshine
VU21200,Apply fluid mechanic principles in mechanical engineering,TAFE (Vocational),Industry or Sunshine
VU21201,Set up fluid power controlled engineering systems,TAFE (Vocational),Industry or Sunshine
VU21202,Design fluid power controlled engineering systems,TAFE (Vocational),Industry or Sunshine
VU21203,Apply hydraulic principles in engineering,TAFE (Vocational),Industry or Sunshine
VU21204,Apply pneumatic principles in engineering,TAFE (Vocational),Industry or Sunshine
VU21210,Set up manufacturing processes for engineering applications,TAFE (Vocational),Industry or Sunshine
VU21217,Implement basic materials science principles to engineering applications,TAFE (Vocational),Industry or Sunshine
VU21218,Implement advanced materials science principles to engineering applications,TAFE (Vocational),Industry or Sunshine
VU21219,Set up mechatronics engineering systems,TAFE (Vocational),Industry or Sunshine
VU21220,Interface and program mechatronics engineering systems,TAFE (Vocational),Industry or Sunshine
VU21221,"Manage the development, implementation and review of strategic business plans",TAFE (Vocational),Industry
VU21222,Lead creative thinking and innovation practices in an organisational environment,TAFE (Vocational),Industry
VU21223,Manage multiple projects,TAFE (Vocational),Industry
VU21224,"Manage legal, regulatory and ethical compliance requirements in an organisational environment",TAFE (Vocational),Industry
VU21225,Develop and manage risk management strategy,TAFE (Vocational),Industry
VU21226,Manage people in an organisational environment,TAFE (Vocational),Industry
VU21244,Apply principles of hydraulics to pipe and channel flow,TAFE (Vocational),Industry or Sunshine
VU21245,Design a water reticulation scheme,TAFE (Vocational),Industry or Sunshine
VU21246,Plan sewerage reticulation systems,TAFE (Vocational),Industry or Sunshine
VU21247,Plan water reticulation systems,TAFE (Vocational),Industry or Sunshine
VU21248,Design pressure sewerage systems,TAFE (Vocational),Industry or Sunshine
VU21249,Design sewerage pumping station systems,TAFE (Vocational),Industry or Sunshine
VU21250,Manage assets in a water utility,TAFE (Vocational),Industry or Sunshine
VU21251,Manage drinking water quality information,TAFE (Vocational),Industry or Sunshine
VU21252,Manage the construction of pipeline systems,TAFE (Vocational),Industry or Sunshine
VU21253,Analyse and select advanced welding processes,TAFE (Vocational),Industry or Sunshine
VU21254,Write and qualify welding procedures for fabrication requirements,TAFE (Vocational),Industry or Sunshine
VU21255,Design welded and fabricated structures,TAFE (Vocational),Industry or Sunshine
VU21256,Apply destructive & non-destructive weld testing principles,TAFE (Vocational),Industry or Sunshine
VU21257,Implement non-destructive weld testing,TAFE (Vocational),Industry or Sunshine
VU21258,Implement destructive weld testing,TAFE (Vocational),Industry or Sunshine
VU21259,Evaluate and interpret boiler and pressure vessel codes and specifications,TAFE (Vocational),Industry or Sunshine
VU21260,Identify and interpret pipeline fabrication requirements,TAFE (Vocational),Industry or Sunshine
VU21261,Compile a technical report for fabrication,TAFE (Vocational),Industry or Sunshine
VU21262,Design fabricated structures and pressure vessels using non-ferrous metals,TAFE (Vocational),Industry or Sunshine
VU21263,Design fabricated structures and pressure vessels using low and high alloy steels,TAFE (Vocational),Industry or Sunshine
VU21285,Engage with short simple texts for employment purposes,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, St Albans, Sunshine or Werribee"
VU21289,Create short simple texts for employment purposes,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, St Albans, Sunshine or Werribee"
VU21292,"Recognise, give and follow simple and familiar oral directions",TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, St Albans, Sunshine or Werribee"
VU21293,"Recognise measurements in simple, highly familiar situations",TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, St Albans, Sunshine or Werribee"
VU21297,Develop and document a learning plan and portfolio with guidance,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
VU21300,Engage with simple texts for learning purposes,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, Online, St Albans, Sunshine or Werribee"
VU21301,Engage with simple texts for employment purposes,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, Online, St Albans, Sunshine or Werribee"
VU21304,Create simple texts for learning purposes,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, Online, St Albans, Sunshine or Werribee"
VU21305,Create simple texts for employment purposes,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, Online, St Albans, Sunshine or Werribee"
VU21307,Work with numbers and money in simple familiar situations,TAFE (Vocational),"Footscray Nicholson, Footscray Park or St Albans"
VU21309,"Work with measurements in simple, familiar situations",TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, Online, St Albans, Sunshine or Werribee"
VU21311,Work with and interpret simple numerical information in familiar texts,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, Online, St Albans, Sunshine or Werribee"
VU21317,Communicate with others in familiar and predictable contexts,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, Online, St Albans, Sunshine or Werribee"
VU21323,Develop and document a learning plan and portfolio,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
VU21326,Engage with texts of limited complexity for learning purposes,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, Online, St Albans, Sunshine or Werribee"
VU21327,Engage with texts of limited complexity for employment purposes,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, Online, St Albans, Sunshine or Werribee"
VU21331,Create texts of limited complexity to participate in the workplace,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, Online, St Albans, Sunshine or Werribee"
VU21337,Work with and interpret numerical information in familiar and routine texts,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, Online, St Albans, Sunshine, Werribee or Other"
VU21353,Research pathways and produce a learning plan and portfolio,TAFE (Vocational),"City Flinders, Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
VU21356,Engage with a range of complex texts for learning purposes,TAFE (Vocational),Footscray Park
VU21360,Create a range of complex texts for learning purposes,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, Online, St Albans, Sunshine, Werribee or Other"
VU21383,Analyse and evaluate numerical and statistical information,TAFE (Vocational),Footscray Park
VU21389,Design and review a project,TAFE (Vocational),"City Flinders, Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
VU21400,Apply scientific principles to engineering problems,TAFE (Vocational),Industry or Sunshine
VU21434,Read and write short basic messages and forms,TAFE (Vocational),Footscray Nicholson or St Albans
VU21443,Identify settlement options,TAFE (Vocational),"Footscray Nicholson, St Albans, Sunshine, Werribee or Other"
VU21444,Identify Australian leisure activities,TAFE (Vocational),"Footscray Nicholson, St Albans, Sunshine, Werribee or Other"
VU21445,Locate health and medical information,TAFE (Vocational),"Footscray Nicholson, St Albans, Sunshine, Werribee or Other"
VU21446,Use basic digital technology language and skills,TAFE (Vocational),"Footscray Nicholson, St Albans, Sunshine, Werribee or Other"
VU21447,"Read and write short, simple descriptive and narrative texts",TAFE (Vocational),"Footscray Nicholson, St Albans, Sunshine, Werribee or Other"
VU21448,"Read and write short, simple instructional and informational texts",TAFE (Vocational),"Footscray Nicholson, St Albans, Sunshine, Werribee or Other"
VU21449,Read and write short simple messages and forms,TAFE (Vocational),"Footscray Nicholson, St Albans, Sunshine, Werribee or Other"
VU21450,"Give and respond to short, simple verbal instructions and information",TAFE (Vocational),"Footscray Nicholson, St Albans, Sunshine, Werribee or Other"
VU21451,Participate in short simple exchanges,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans or Other"
VU21454,Plan language learning with support,TAFE (Vocational),"Footscray Nicholson, St Albans, Sunshine, Werribee or Other"
VU21456,Participate in simple conversations and transactions,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
VU21457,Give and respond to simple verbal information and directions,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
VU21458,Read and write simple personal communications and transactional texts,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
